,book_title,sent_spoil,sentence
283119,"Hounded (The Iron Druid Chronicles, #1)",0,"evil, good guy fights the bad guy - nothing too original but the way the story was told and the urban fantasy setting made it really fun and just a good read."
156684,"Silent on the Moor (Lady Julia Grey, #3)",0,"I know it's been mentioned, but I can't help but say it."
155784,The Yellow Wall-Paper,0,"It's been a really popular one on Twitter and Goodreads, with many people telling me what they thought of it when they first read it."
59699,Once Upon a Marquess (The Worth Saga #1),0,"As the story starts, Judith is living an impoverished life."
158446,"Crash into You (Pushing the Limits, #3)",0,He's got a badass look but the kindest heart and most gentle soul.
253160,"Dragonfly in Amber (Outlander, #2)",0,Gabaldon possibly do more?
211044,"Slammed (Slammed, #1)",0,"Colleen Hoover is simply AMAZING, INCREDIBLE, WONDERFUL, and downright MARVELOUS!"
240371,"Lucifer's Daughter (Princess of Hell, #1)",0,She resigns herself to a future of longing and nagging .
276331,It,0,But for now...let the Book Hangover commence.
268055,"Carrier of the Mark (Carrier, #1)",0,"Wait and see, I suppose."
210801,Lying Out Loud,0,"While I didn't feel that this novel was as strong as The DUFF, I very much enjoyed it."
292735,Who's Afraid of Virginia Woolf?,0,Definitely a classic that everyone should read.
137029,"The Major's Faux Fiancée (The Dukes of War, #4)",0,Definitely a great addition to the author's previous titles.
137326,Ice,0,"The story is romantic but not just that, there is a lot of action, chase, almost death moments."
188144,"Eyes Wide Open (The Blackstone Affair, #3)",0,"Beautiful and Intense, this third book of these series was simply amazing."
166172,"A Memory of Light (Wheel of Time, #14)",0,"He spent a lot of time on it, and Wheel of Time fans all over appreciate that, myself among them."
63017,"Devil in Winter (Wallflowers, #3)",0,"*** in all honesty, I was reading this story and thinking if this was modern day, this is who the Wallflowers would be ***"
269810,The Peculiars,0,Beasley knows much more about Peculiars than he is letting on.
246953,The Book of Strange New Things,0,"I loved The Crimson Petal and the White, but Mr."
109778,"Heir of Fire (Throne of Glass, #3)",0,It took me over two weeks to read this book and I skimmed...a lot.
94514,"Snuff (Discworld, #39; City Watch #8)",0,Do you know something really strange?
252543,Dark Matter,0,"And then, as a final measure confirming that this is just barely a sci-fi book, the climax is just a fight between a few different versions of Jason, who shoot and stab each other."
20348,"Wool (Wool, #1)",0,"Holston turned back to survey the muddy, lifeless landscape."
70764,"Heart of Obsidian  (Psy-Changeling, #12)",0,The storyline of the PurePsy was intriguing and did not appear as a filler.
148951,"The King's Men (All for the Game, #3)",0,"""It's always yes with you."""
45609,"Gladiator (Galactic Gladiators, #1)",0,Not sure I'll read on.
101061,"Ward Against Death (Chronicles of a Reluctant Necromancer, #1)",0,4 stars.
22211,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",0,Ms.
110966,"Flawed (Flawed, #1)",0,"I can't in good conscience rate it higher than 2.5-3 stars, simply because I was seriously about to DNF it, and I still find the lack of worldbuilding (or perhaps, world explaining?)"
131547,"Robopocalypse (Robopocalypse, #1)",0,which are starkly contrasted with the military base in Albany that begins shooting human civilians trying to enter.
71469,"Mr. President (White House, #1)",0,"I think Matt ""controlled"" her far too much."
106185,"Wildefire (Wildefire, #1)",0,"As it goes with some series, the first book is all about introduction and building the story."
110231,"Tease (Songs of Submission, #2)",0,"But for a serial, it just highlights that this portion of writing didn't seem to advance the story much (if at all)."
113174,"Avoiding Temptation (Avoiding, #3)",0,"""So, is that it?"
226676,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",0,"Rebellious, talented, creative, and loyal, but with a tendency to make believable stupid teenager mistakes."
291201,"Poison Princess (The Arcana Chronicles, #1)",0,"Evie and Jackson make the ultimate couple, even though Evie is the nice girl and Jack the bad boy, luckily that didn't bother me that much."
140115,"Controlled Burn (Boston Fire, #2)",0,The only thing I truly missed after that high-speed wrap-up was an epilogue showing what eventually happened with the house and how they did make it work.
948,"Crown of Midnight (Throne of Glass, #2)",0,She can even be vicious and barbaric at times.
256015,"I See London, I See France (I See London, I See France, #1)",0,What did I dislike about it?
3386,"Moon Over Soho (Peter Grant, #2)",0,"Reading it this time, I was really interested to note how Peter and Nightingale clashed when it came to understanding the magical creatures around them."
119278,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",0,Honestly I wasn't thrilled and a bit afraid at first because the heroine couldn't hear and doesn't speak.
180341,"Overbite (Insatiable, #2)",0,The pages always sizzle when Lucien is around.
101236,"The Forever Song (Blood of Eden, #3)",0,She's always been street-smart but she's not invincible despite her vampireism.
23434,The Fault in Our Stars,0,- the writing
36298,"Alice in Zombieland (White Rabbit Chronicles, #1)",0,Give me more!
289881,"Cross My Heart (Hearts, #5.75)",0,"Liam was such a lovely, caring, observant guy and just what Iris needed in her life."
96910,"Saving Raphael Santiago (The Bane Chronicles, #6)",0,"""And frankly, hurtful."""
76448,"Sweet Peril (Sweet, #2)",0,As y'all know I didn't really like Kaidian in the first book but now.... well.... I'm like fallen in love for the dude.
102596,The Inexplicable Logic of My Life,0,- The way the sexual assault was handled (could have been much better)
114167,"Orphan X (Orphan X, #1)",0,"A Jason Bourne-esque thriller with plenty of action, twists, and -surprisingly- heart (often unseen in this genre)."
194877,The Strange Library,0,Good read (but I highly recommend the physical copy!)
219418,"Cress (The Lunar Chronicles, #3)",0,I skimmed over his chapters and didn't feel the love when he was finally reunited with Cinder.
96673,"Shade's Lady (Reapers MC, #6.5)",0,Rating: 4 stars / A-
298707,Twenties Girl,0,"I didn't like Josh though, he was a horrible person!"
51304,Night Watch (Watch #1),0,"The sense of humour, too, is fundamentally Russian - as are the character personalities, the descriptions, and even Anton's final decision at the climax of the novel."
222882,"Up from the Grave (Night Huntress, #7)",0,Action packed and full of our favorites from the series!
64034,"Batwoman, Vol. 2: To Drown the World",0,"Williams and Blackman continue to weave multiple plots together in a fast-paced adventure that cross breeds superhero comics and urban fantasy, and Reeder, McCarthy and the other keep the complex script up to the high standards set in Volume 1 of the series."
145103,"Tempted (Alex Kennedy, #1)",1,Perhaps Switch spoiled me a bit.
230463,"The Auspicious Troubles of Chance (The Auspicious Troubles of Love, #1)",0,Yet this just wasn't working for me.
140538,"Cast in Peril (Chronicles of Elantra, #8)",0,Annoying because it's only the traveling there part and while lots of crap happens on the trip it would be nice to have the whole story at one time.
100900,"On the Island (On the Island, #1)",0,I didn't know if I could make it without her.
150533,Journey Under the Midnight Sun,0,"In fact, you will have many moments where you get this bad premonition that something bad is going to happen, which will never be wrong."
158510,"A Red Herring Without Mustard (Flavia de Luce, #3)",0,Perhaps it was due to listening to book 2 as an audio book and getting annoyed with the narrator.
97444,"Angelfire (Angelfire, #1)",0,"Angelfire is full of potential and by the end of this series opener, I knew I'd want to read more."
277483,"Seven Nights in a Rogue's Bed (Sons of Sin, #1)",0,Merrick is so damaged both physically and emotionally.
15285,"Stroked (Stroked, #1)",0,You're perfect in every way.
235622,The Emperor's Arrow,1,"I'm a sucker for books based on TV reality shows, especially The Bachelor, so I really enjoyed this book,  doubly so because it wasn't actually a bride competition."
280369,"The Well of Ascension (Mistborn, #2)",0,"The conflict regarding the Kingship was interesting but it was played out too long that it became a bit boring as it went on, and to think that most of the story concerned warfare--I felt like it lacked the action that made Final Empires so enthralling."
262462,"Forever (Friends, #3)",0,Murphy creates an unforgettable and unputdownable story.
45035,"Reflected in You (Crossfire, #2)",1,Wow.
272079,"Champagne Showers (Glass Towers, #1)",0,"He asks her to meet with him regarding a decorating project for another one of his developments, three skyscrapers called the Three Rivers Project, better known as the Glass Towers (The Columbia, Rogue and Willamette)."
159344,"Laid Bare (Brown Family, #1)",0,Together the two build a new relationship where they can be their true selves and don't have to make apologies.
195526,"Dance Dance Dance (The Rat, #4)",0,Sad people looking through windows
22793,You Wish,0,"Don't know about you, but I remember being very silly while making a wish for my birthdays."
287150,"Spin (Spin, #1)",0,"One night, a brother and sister and their friend see the stars suddenly go out."
281098,All the Bright Places,0,"Favourite quote: ""I don't need to worry that Finch and I never filmed our wanderings."
280977,Crenshaw,0,"We're created, we're enjoyed, we're dog-eared and creased, and then we're tucked away until we're needed again."""
145716,"Spindle (A Thousand Nights, #2)",0,"It might have been the princess who was cursed but it was Yashaa, his mother and their community of spinners who left their home in the castle and were forced into exile."
144156,NOS4A2,0,Manx.
185352,"The Contract (The Contract, #1)",0,I really wanted Richard's conversion from asshole to a guy with more sensitivity and passion.
249579,"Sweetly (Fairytale Retellings, #2)",1,"It would have been nice to see her having a sinister motive instead of just working with the Fenris....which is sinister, but not as sinister as a woman working alone and doing evil things."
250882,"Being Jamie Baker (Jamie Baker, #1)",0,"This book really did had potential, but damn, the main character, Jamie was waaay to annoying for my liking."
89986,"Eon: Dragoneye Reborn (Eon, #1)",0,I don't give up.
96788,"Vain (The Seven Deadly, #1)",0,"At first I was captivated by this story of an obnoxious, spoiled, carefree rich bitch."
86102,"The Ground Rules (The Rule Breakers, #1)",0,They have a lot in common.
66130,Night Watch (Watch #1),0,"There was too much of Anton thinking about the difference between Light and Dark, and Good and Evil."
2122,The Valley of Fear,0,Then comes the second part in America which is the history to the first murder.
8049,"Crooked Kingdom (Six of Crows, #2)",0,Basically I was told he changed but didn't see much of the changes.
184526,The Island  (The Island #1),0,Reading this book was just something that needed to be done.
171128,"The Ask and the Answer (Chaos Walking, #2)",0,"I feel sorry for those who haven't read this book or the Knife of Never letting Go because these books will change your life, seriously ;)"
222463,"King (King, #1)",0,"Do it, right now!!"
114759,Simon vs. the Homo Sapiens Agenda,0,"Simon has to help Martin get to his dream girl, or else Martin's going to tell the entire school that Simon is gay."
104948,"Allegiance (Legacy, #2)",0,"Still, her style as a whole has certainly matured with her age, which I suspected it probably would."
164844,Over the Fence,1,Safety exception
92604,"Winter (The Lunar Chronicles, #4)",0,I managed to finish this book in 7 hours yesterday and I don't even know how I managed to finish it.
141440,"Cinder (The Lunar Chronicles, #1)",0,*coughSerena...Selenecough*
298182,"Wicked Beat (Sinners on Tour, #4)",0,I received this book from netgalley and couldn't have been happier!
12904,"Delirium (Delirium, #1)",0,Teenagers Lena and Hana are a delightful pair and best friends.
198369,"Filthy Beautiful Love (Filthy Beautiful Lies, #2)",0,"I am yours, and you are mine, sweet Sophie."""
36170,"The Queen's Fool (The Plantagenet and Tudor Novels, #13)",0,"Yet I still felt some sympathy for her at that point, and so did Hannah, who as a Jew living in secret had every reason to fear the heretic burning."
274394,"Jackaby (Jackaby, #1)",0,I will happily spend more time with Ms.
53268,The Lamb Who Cried Wolf (Mate or Meal #1),0,MCs were adorable...Carson is another one that you just want to take home and protect!!!
174282,The Disreputable History of Frankie Landau-Banks,0,The characters are believable and complex and the story ends without neatly wrapping everything up at the end.
124282,"Roar and Liv (Under the Never Sky, #0.5)",0,"These are brothers...they are family, and the animosity between them is almost palpable."
208087,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",0,"I had expected a cute retelling of the 1,001 Arabian Nights story."
163160,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",0,~ The majority of the book was great but the last couple chapters threw me off.
130767,Split Second (Pivot Point #2),0,No one knows what Connor's ability is because he never uses it - most people think he doesn't have one.
13336,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",0,"It deals with WWII, which is my all-time favorite historical time to read about, so it rang that bell."
70726,Gone Girl,1,"And then we'd say, Yeah, he's a Cool Guy."""
149037,"Diary of a Haunting (Diary of a Haunting, #1)",0,I will definitely keep reading this series!
183943,Wintergirls,0,"Lia felt strong when she was able to resist eating, and I thought it might be a similar feeling to resisting spending money when shopping."
261830,"The Raven King (All for the Game, #2)",0,Answer : the characters.
227133,"Avatar: The Last Airbender -  Smoke and Shadow (Avatar: The Last Airbender, Library Edition, #4)",0,"Second, Ursa fears Kiyi getting kidnapped by the Kemurikage because of all the other children getting taken as well."
178619,"Crank (Crank, #1)",0,It was such a good book!
18497,We Were Liars,0,I will say I figured out what was going on before I was half-way through book (and all by myself I will add -- I had no idea what book was about going into it!
63891,"Incarnate (Newsoul, #1)",0,"Overall, I really liked this book and wouldn't mind rereading it again."
203470,Bloodchild and Other Stories,0,"I reread ""Speech Sounds"" for our real life book club discussion of Butler's Wild Seed."
122369,"Death Marked (Death Sworn, #2)",0,The more she sees of the world doesn't help.
99154,"A Thousand Pieces of You (Firebird, #1)",0,"Most books, when dealing with alternate universes, focus a lot on things that are very close to the life that we're living now but a few major or minor things have been changed to have a significant impact on a character."
174475,"The Lying Game (The Lying Game, #1)",0,This was a very addicting little book.
164343,The Girls,0,Hm.
26858,"The Abyss Surrounds Us (The Abyss Surrounds Us, #1)",0,I seriously couldn't get enough of it!
26034,"The Golden Lily (Bloodlines, #2)",0,:D :D :D I love Adrian and Jill!
179106,"Storm Front (The Dresden Files, #1)",0,It feels very young adult but in a bad way (although it's marketed towards adults.)
223299,"Riot (Mayhem, #2)",0,Which irritates the crap out of her.
145309,Hot Head (Head #1),0,"I loved, loved, loved both characters and there were so many things about it that were hot."
185447,"Every Day (Every Day, #1)",0,The writing is wonderfully straightforward and accessible.
110703,Fables: 1001 Nights of Snowfall,1,"So when we finally learned what happened in 1001 Nights of Snowfall, we're floored."
221433,Looking for Alibrandi,0,"There were shouting, some crying, and also laughing and discoveries to be made."
244018,His Indecent Proposal,0,It could have been great.
226723,Lexicon,0,What the hell.
140696,"The Haunted Mask (Goosebumps, #11)",0,+ Monster Blood
20346,"Wool (Wool, #1)",0,"Allison whispered something almost inaudible : ""It's not real."
146882,"Vampire Academy (Vampire Academy, #1)",0,Loved:
6280,Thirteen Reasons Why,0,Actions affect different people in different ways and I don't think it's fair to judge one person's (fictional or otherwise) suicidal feelings over another.
155479,"Leviathan (Leviathan, #1)",0,Deryn was a little annoying.
236478,Afterworlds (Afterworlds #1),0,It dragged on at certain points but was a solid story by its own.
141776,"Six of Crows (Six of Crows, #1)",0,I highly recommend it to fans of fantasy and fans of heists.
7149,A Rose in Winter,0,"THE FLAME AND THE FLOWER and THE WOLF AND THE DOVE are interesting, but they feature young women who fall in love with their rapists, so I can't recommend them."
201383,Watchmen,0,"An intertextual treat, full of complex characters and short on easy answers."
87388,The Wolf Wilder,0,Rundell surprised me: Feo is not alone.
62609,"The King of Attolia (The Queen's Thief, #3)",0,I love how the secondary character POV guides you (the reader) through the story; it adds a level of realism and makes the plot twists that much more realistic.
234808,Eleanor and Park,0,"A story of young love, sweet love.. It reminds me of what it was like to have a crush, admire that special person from a distance and almost fall in love."
212221,The Love Interest,0,Like every single person in this book looks like a model (even the non-love interests).
28077,"The Force of Wind (Elemental Mysteries, #3)",0,"Paranoia, whiny & over-bearing doesn't translate very well as strength of love to me, so it put me off just a bit."
48692,"Where She Went (If I Stay, #2)",0,"YEAH, these people are sexy."
71734,"Concealed in Death (In Death, #38)",0,"While I found the premise of the story interesting, it wasn't enough to hold my attention throughout the entire book."
293717,Bel Canto,0,"I think I cried straight through the last quarter of the book, and I loved it."
213010,Bitter End,0,"Ah young love, how sweet it is."
214819,"Mine to Take (Mine, #1)",0,He ran off to the army and that was that.
200805,"Mind Magic  (Triad, #1)",0,What was the villain's connection to the demon?
261787,The Gemini Effect,0,Awful.
50596,"Sweet Peril (Sweet, #2)",0,Can the author not just publish the ebook herself?
169906,"Beautiful Creatures (Caster Chronicles, #1)",0,Great forbidden love story!
198438,P.S. I Like You,0,And the boy?
279131,"Sons of Destiny (Cirque Du Freak, #12)",0,"3 stars across the entire series, though some bits are more deserving of 3.5 and maybe even a 4."
194451,A Strong Hand,0,"When Damien discovers Nicholas' attraction and his own passion incites, the two men begin a sensual journey of exploration and trust."
213218,"Last Breath (The Morganville Vampires, #11)",1,"Important people tend not to, in Morganville, and she is the main character, after all."
146708,"No Place Like Oz (Dorothy Must Die, #0.1)",0,"Not only does Danielle Paige present readers with a brilliantly reimagined Oz in No Place Like Oz, she also answers the long-standing question of what happens when Dorothy returns home, and realizes that she's actually not too happy about it."
63766,"My Life as a White Trash Zombie (White Trash Zombie, #1)",1,"It didn't happen immediately, but after Mom was gone somehow we came to a point where we accepted that there was no point in trying to keep things clean or make things right."
206646,"The New World (Chaos Walking, #0.5)",0,It is also included in the newer version of The Knife of Never Letting Go with the beautiful white covers (which I'm hopefully getting for Christmas because I loved these books SO MUCH :) ).
136620,"Flat-Out Love (Flat-Out Love, #1)",0,maybe it wasn't so predictable but only when you're not reading a lot.
244068,"Falling Kingdoms  (Falling Kingdoms, #1)",0,What do they do in their spare time?
74139,Liberty: The Spy Who (Kind of) Liked Me,0,"I have to admit, I did have a bit of difficulty with suspension of disbelief, because some of the events were so ridiculous."
240162,"Uninvited (Uninvited, #1)",0,"Lastly, the final action scenes of the book were pretty anticlimactic."
50266,"Beautiful Bastard (Beautiful Bastard, #1)",0,Where is my jaw?
47574,"Hero (Hero, #1)",0,The characters are definitely likeable.
70556,"Six of Crows (Six of Crows, #1)",0,And with such delicious little back stories about them all intertwined with the main plot.
3378,"The Girl I Was Before (Falling, #3)",0,"""Damn, you mean that asshole can tell you to do something, and you just obey, but me -an actual nice guy- I can't buy you lunch without getting your foot up my ass?"""
116207,The Devil You Know,0,"I wanted to shake her from time to time, but I never stopped liking her as a character."
67789,Letter to a Christian Nation,0,Well yes in a way.
292806,And We Stay,0,Emily Beam feels like a real teenage girl.
127655,"The Dream Thieves (The Raven Cycle, #2)",0,"In this book, we visit The Barns, Ronan's utterly fantastic home, learn more about his brothers Declan and Matthew (for the record, I adore the latter nearly as much as Ronan does), and are treated to a delicious serving of Ronan's dry wit."
177963,"Fairest (The Lunar Chronicles, #3.5)",0,MY THOUGHTS
226695,"Mine (Real, #2)",0,"Katy Evans, I don't think a thank you covers it, you did good!"
273213,Resistance,0,They're evocative of course but always seem to add another element to the story or characters.
288201,A Farewell to Arms,0,"And then, the main character of the story, there are some hints at what his line of thought are, which is the only time when I think this theory of omission worked, but his dialogue was stupid."
57939,"The Republic of Thieves (Gentleman Bastard, #3)",0,"Pulled along by Lynch's masterful writing and clever dialogue, I persisted."
277601,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)",0,Let me clarify.
185308,"Steelheart (Reckoners, #1)",0,This was my first Brandon Sanderson book and I was not disappointed at all.
47974,"My Soul to Take (Soul Screamers, #1)",0,I'm definitely continuing this series.
151162,"Shatter Me (Shatter Me, #1)",0,"Just know that I found it thrilling, addicting, found the writing absolutely stunning, couldn't put it down, and I am fairly certain this will become a favorite series of mine."
141581,"The Clockwork Scarab (Stoker & Holmes, #1)",0,"It can barely be called steampunk, because this is just a more mechanized, steam-powered version of Victorian London."
174194,"Nowhere But Here (Thunder Road, #1)",0,I like how functional it all was despite the underlying and deeper issues.
289234,"The Crown's Game (The Crown's Game, #1)",0,"Pasha, Nikolai's best friend, is a gnat."
222552,"Half-Blood (Covenant, #1)",0,lol and I like her!
29372,"Shadows in Flight (Ender's Shadow, #5)",0,But in the end I'm glad I saw it through as the most interesting stuff was in the second half.
79472,Between the World and Me,0,Black people love their children with a kind of obsession.
22842,"Haven (Beards & Bondage, #1)",0,"But the ""sub/dom"" scenario doesn't feel genuine in some books, and this is one of them."
38451,Fantasy Lover (Dark-Hunterverse #1),0,"Humourous prose, plenty of sex, great read.."
58954,Britt-Marie Was Here,0,"I admit that while I have read Backman's other two novels, I read so many novels and my memory is so terrible that I hadn't remembered that Britt-Marie had been a character in My Grandmother Asked Me To Tell You She's Sorry until I came here to read reviews."
245138,"Naked in Death (In Death, #1)",0,Hokay.
135432,"Wayward (Wayward Pines, #2)",0,"There are some places where I could maybe justify this kind of writing (fast-paced action scenes seem more suited to that sort of staccato style), but here he just has Ethan reminiscing."
150159,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",0,"Maas always writes characters that I love getting to know, they're always so well developed and never one dimensional, they grow and change over the course of a story."
264365,"Brokedown Cowboy (Copper Ridge, #2)",0,Yay!
189079,"Smiley (New Species, #13)",0,I also got the impression that he was being pushy with the marriage/mate aspect and that he repeated himself a lot in this area when he was trying to convince Vanni.
284698,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",0,":/ But whatever, that does not negate the fact that, I AM SO HAPPY RIGHT NOW!!"
40353,"Supernaturally (Paranormalcy, #2)",0,Almost.
210545,"Career of Evil (Cormoran Strike, #3)",0,"In the other books there was always murder, yeah, but nothing so chilling as this."
5830,"Ms. Marvel, Vol. 2: Generation Why",0,Kinda bias and ignorant in that regard.
117630,"Buffy the Vampire Slayer: Predators and Prey (Season 8, #5)",0,Okay.
159641,Ready Player One,0,"The gaming aspects, the riddles and clues and the hunt, were all great to follow."
2396,"Undressed (The Manhattanites, #2)",0,"""I have to go home, Masi."
183179,Wounded,0,I so loved Rania and Hunter as a couple... I just would have liked to see/read more about them ... outside of bed :D
38478,"A Radiant Sky (A Beautiful Dark, #3)",0,An epilogue was in need.
277515,The Fourteenth Goldfish,0,"She's facing the quintessential horrors of middle school: her best friend has new interests, her parents have certain expectations...and then there's the strange boy wearing all black and sporting several piercings."
183757,The Troop,0,"We have a psychopath who does indescribably horrible things to his friends during the crisis whilst also recounting previous actions (the animal torture), we have the conspiracy plot by the military."
45020,Blink: The Power of Thinking Without Thinking,0,But the author says and points out very clearly that the best decisions are taken in a blink.
289376,"Biting Cold (Chicagoland Vampires, #6)",0,She's not the Big Bad after all.
296245,"Pucked (Pucked, #1)",0,"I was so addicted to being in the Pucked universe over my Thanksgiving holiday weekend that I delayed my next scheduled read to immediately dive into Pucked Up (Pucked #2), Buck's story."
117328,Turtles All the Way Down,0,"The audio, performed by the talented Kate Rudd, is as expected and done beautifully."
80603,The Truth About You and Me,0,"The format was nice and the concept was fascinating, but maybe I missed the whole point of the novel."
266516,"Ignite Me (Shatter Me, #3)",0,I guess I would rather not finish a series than end it with a bitter taste in my mouth.
248205,"River Marked (Mercy Thompson, #6)",0,"All that said, this wasn't my favorite book in the series."
107927,"A Fire Upon the Deep (Zones of Thought, #1)",0,"Both of Vinge's ""Deep"" books have earned top place in that list."
92486,Rook,0,"But nothing about this arrangement is what it seems, and Sophie soon discovers that her daughter stealing husband to be, Rene Hasard, is actually the cousin to the minster of security, LeBlanc, who is responsible for sending so many of Sophie's friends and comrades to the razor."
12107,The Gentleman's Guide to Vice and Virtue,0,"I am usually a plot + characters reader, and in this case, this book hits the mark with both of those doorways."
294507,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",0,He almost ruined his life all together by engaged to a woman his father wanted him to get married for business purpose.
207559,"To Have and to Hold (The Wedding Belles, #1)",0,"~ Missy, 4.5 stars"
211822,"Draw Me Close (Hearts and Crafts, #3)",0,"The ""post-it note"" thing in the very beginning is funny and sets a good tone for the book."
242624,"Fallen (Fallen, #1)",0,It didn't spark anything in me.
239672,"Empty Net (Assassins, #3)",0,"I just might have to, though, because Ms."
136999,The Best of Me,0,His fans will definitely want to read this book and have a copy for their collection.
176778,The Good Earth,1,It was really rather frustrating.
242387,"Surrender (Bound Hearts, #1)",0,I loved Cole and I loved Tess.
148950,"The King's Men (All for the Game, #3)",0,"""Yes or no?"""
200056,The Nightingale,0,"Therefore, I was ready to 4 star."
43399,The Problem with Forever,0,DEATH TO STAIRS!
280384,"The Well of Ascension (Mistborn, #2)",0,"Although this book didn't please me as much as the first book did, I am still very much looking forward to Hero of Ages."
61604,Soundless,0,"Overall, I think SOUNDLESS lacked the complexity of what I have come to expect from Richelle Mead and it didn't deliver what I have come to expect from a fantasy book either, although the concept was intriguing and the reveal compelling."
20915,"Clockwork Princess (The Infernal Devices, #3)",0,She has managed to blow me away and leave me yearning for more of her writing and beautiful story-telling.
26624,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",0,"I've just loved the books for so long and have spent so many hours reading and re-reading them, not to mention watching the movies, visiting the studios, doing the London walking tour and a trip to the castle they used as Hogwarts in the earlier films."
219217,"Hopeless (Hopeless, #1)",0,"I could go on and on about the amazing qualities this book possesses, but it is currently 3:30am and I am very tired."
58705,"First Drop of Crimson (Night Huntress World, #1)",0,"They are both determined to get this done and return to their lives, but their attraction (felt in previous book) cannot be denied by either of them."
164552,"Moonlight on Nightingale Way (On Dublin Street, #6)",0,"A bevy of women screamed it so, as Grace could attest."
12819,"The Titan's Curse (Percy Jackson and the Olympians, #3)",0,I'm really enjoying these reads.
254388,"Until Next Time (The Angel Chronicles, #1)",0,"That was quite a leap, from the guy looking at the passing landscape, to her thinking the trees reminded him of people who may or may not have wanted to attack him."
172735,"Maybe Someday (Maybe, #1)",0,"Because this book was all about the feelings for me, that's what I'm focusing on in my review."
84879,"Earls Just Want to Have Fun (Covent Garden Cubs, #1)",0,"Okay, so maybe not entirely Pygmalionish, but the basic elements of their characters might have lent themselves well to that kind of plot."
139096,The Unfinished Life of Addison Stone,0,"The Unfinished Life of Addison Stone is one part The Art of Secrets, one part mystery, and one part after school special."
162605,"Ruined (Ruined, #1)",0,Angel has been the love of her life.
240999,"Dark Triumph (His Fair Assassin, #2)",0,"Dark Triumph takes all the death, suspicion, betrayal, and soul-searching of Grave Mercy, concentrates it down, and adds a heavy helping of physical intimidation, torture, attempted rape, and... well..."
210064,"Beautiful Disaster (Beautiful, #1)",0,I was really entertained by this story.
214949,"Doctor's Delight (Big Girls Lovin' Trilogy, #1)",0,I really love this book and the series.
232132,We Were Liars,0,This is the perfect summer read.
54110,Just For You,0,"Kevin needed to gain security and appreciation for himself, regardless of his partner's gender."
288647,"How to Seduce a Band Geek (How To, #2)",0,"And their friends Adam, Sydney and Levi's sister Brea."
150191,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",0,This is where I need a rating higher than 5/5 butterflies because this book blew me away.
69130,One Flew Over the Cuckoo's Nest,0,"A tough book, but a very interesting read."
255108,"Lady Luck (Colorado Mountain, #3)",0,"With a plan to pursue and danger looming, Lexie finds herself in need of Ty's help and a deal is sealed and their little road trip ends up becoming a destination wedding."
2608,The DUFF: Designated Ugly Fat Friend,0,"Also, the book and movie are extremely different, so much so, did the screenwriters even read the original text, I wonder or did they just see the subtitle and go for it?"
140134,The Last Colony (Old Man's War #3),0,"The Colonial Union, a thoroughly devious and sly secretive military organization, willing to sacrifice anyone in the service of Humanity, swears it's all aboveboard and on the level, so the Perry's, both restored into normal human bodies after leaving the military, reluctantly take the jobs."
258612,We All Looked Up,0,Jeez.
274986,The Fill-In Boyfriend,0,Gia:
250552,"A Storm of Swords (A Song of Ice and Fire, #3)",0,Tyrion has his lust and Arya has her rage.
52098,"Authority (Southern Reach, #2)",0,"Life itself, even that which is beautiful, is inexplicable."
259025,"Shock & Awe (Sidewinder, #1)",0,3.5 stars
98524,"The Forgotten Sisters (Princess Academy, #3)",0,"And for me, that change has always been good."""
215653,Dracula,0,"Nevertheless, I prefer the book to the film hands down!"
218307,"Wild Things (Chicagoland Vampires, #9)",0,Old loose threads are finally tied up and new pathways are opened that tell us a storm of infinite proportion is headed to Chicago and Merit needs to be ready.
202332,"Jagged (Colorado Mountain, #5)",0,It just doesn't rise to the level of the storytelling this author has accomplished in the past.
146985,Ashes on the Waves,0,I'm always on the look out for books with non-HEA cause I'm weird like that.
209138,Tell No One,0,Real page turner.
213827,We Were Liars,0,I'm still not quite sure why the four of them were called the Liars.
10389,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",0,"I want my hobby to be ""Billy""!"
134737,"Breathe, Annie, Breathe",0,"In fact, it's a battle that she faces throughout the entire thing."
108619,"How to Hang a Witch (How to Hang a Witch, #1)",0,1) The Characters.
78418,"The Education of Sebastian (The Education of..., #1)",0,"Then she disappeared, when David was assigned to move to North Carolina, everyday until Caroline left, Sebastian cried everyday."
30773,"Elegy (Watersong, #4)",0,Hocking lost quite a bit of respect/admiration from me for this series.
231474,"Finley (Sunset Cove, #1)",0,Review here!
138375,The Girls,0,"I didn't think she would be the main instigator of events, but at the very least, she'd be more involved so that there's more conflict that we'd have to witness, yet all of that is absent."
